Date,Local Currency,Amount In Local,Home Currency,Amount In Home,Category,Note
17 Apr 2013,THB,260,GBP,5.8,Transport,Airport taxi
17 Apr 2013,THB,190,GBP,4.24,Food,Dinner
17 Apr 2013,THB,100,GBP,2.23,Food,Beer
17 Apr 2013,THB,120,GBP,2.68,Miscellaneous,Foot massage
18 Apr 2013,THB,170,GBP,3.79,Food,
18 Apr 2013,THB,30,GBP,0.67,Transport,Boat
18 Apr 2013,THB,180,GBP,4.01,Food,
18 Apr 2013,THB,30,GBP,0.67,Food,Mango juice
18 Apr 2013,THB,143,GBP,3.19,Food,
18 Apr 2013,THB,240,GBP,5.35,Miscellaneous,Massage
18 Apr 2013,THB,150,GBP,3.34,Miscellaneous,Phone credit
19 Apr 2013,THB,600,GBP,13.38,Transport,Bus to koh Chang
19 Apr 2013,THB,145,GBP,3.23,Transport,Taxi to bus
19 Apr 2013,THB,160,GBP,3.57,Transport,Ferry
19 Apr 2013,THB,120,GBP,2.68,Transport,Songphew
19 Apr 2013,THB,600,GBP,13.38,Accommodation,
19 Apr 2013,THB,120,GBP,2.68,Food,
19 Apr 2013,THB,65,GBP,1.45,Food,
19 Apr 2013,THB,20,GBP,0.45,Food,
19 Apr 2013,THB,355,GBP,7.92,Food,
20 Apr 2013,THB,190,GBP,4.24,Food,
20 Apr 2013,THB,600,GBP,13.38,Accommodation,
20 Apr 2013,THB,270,GBP,6.02,Food,
20 Apr 2013,THB,290,GBP,6.47,Food,
21 Apr 2013,THB,205,GBP,4.57,Food,
21 Apr 2013,THB,700,GBP,15.61,Accommodation,
21 Apr 2013,THB,130,GBP,2.9,Food,
21 Apr 2013,THB,235,GBP,5.24,Food,
22 Apr 2013,THB,230,GBP,5.27,Food,
22 Apr 2013,THB,260,GBP,5.95,Food,
22 Apr 2013,THB,20,GBP,0.46,Food,Soft drink
22 Apr 2013,THB,90,GBP,2.06,Miscellaneous,Bite deitcher pharmacy
22 Apr 2013,THB,179,GBP,4.1,Miscellaneous,Bits and bobs
22 Apr 2013,THB,700,GBP,16.03,Accommodation,
22 Apr 2013,THB,310,GBP,7.1,Food,
23 Apr 2013,THB,110,GBP,2.52,Food,
23 Apr 2013,THB,700,GBP,16.03,Accommodation,
23 Apr 2013,THB,360,GBP,8.24,Food,
23 Apr 2013,THB,190,GBP,4.35,Food,
24 Apr 2013,THB,130,GBP,2.98,Food,
24 Apr 2013,THB,700,GBP,16.03,Accommodation,
24 Apr 2013,THB,190,GBP,4.35,Food,
24 Apr 2013,THB,270,GBP,6.18,Food,
25 Apr 2013,THB,20,GBP,0.46,Food,
25 Apr 2013,THB,160,GBP,3.66,Food,
25 Apr 2013,THB,49,GBP,1.12,,Yellow insect bite
25 Apr 2013,THB,160,GBP,3.66,Food,
25 Apr 2013,THB,30,GBP,0.69,Food,
25 Apr 2013,THB,200,GBP,4.58,Transport,
25 Apr 2013,THB,250,GBP,5.72,Miscellaneous,Thermometer 
25 Apr 2013,THB,230,GBP,5.27,Miscellaneous,Deet
25 Apr 2013,THB,160,GBP,3.66,Transport,
25 Apr 2013,THB,15,GBP,0.34,Food,
25 Apr 2013,THB,700,GBP,16.03,Accommodation,
25 Apr 2013,THB,60,GBP,1.37,Miscellaneous,Washing
25 Apr 2013,THB,180,GBP,4.12,Food,
26 Apr 2013,THB,80,GBP,1.83,Food,
26 Apr 2013,THB,245,GBP,5.61,Food,
26 Apr 2013,THB,400,GBP,9.16,Accommodation,
26 Apr 2013,THB,800,GBP,18.32,Transport,Boat ko maak
26 Apr 2013,THB,60,GBP,1.37,Entertainment,Beer
26 Apr 2013,THB,60,GBP,1.37,Entertainment,Beer
26 Apr 2013,THB,325,GBP,7.44,Food,
27 Apr 2013,THB,245,GBP,5.61,Food,
27 Apr 2013,THB,150,GBP,3.43,Entertainment,Cocktails
27 Apr 2013,THB,235,GBP,5.38,Food,
27 Apr 2013,THB,15,GBP,0.34,Food,Water
27 Apr 2013,THB,195,GBP,4.46,Food,
27 Apr 2013,THB,400,GBP,9.16,Accommodation,
28 Apr 2013,THB,110,GBP,2.52,Food,
28 Apr 2013,THB,190,GBP,4.35,Food,
28 Apr 2013,THB,240,GBP,5.5,Food,
28 Apr 2013,THB,400,GBP,9.16,Accommodation,
29 Apr 2013,THB,400,GBP,9.16,Accommodation,
29 Apr 2013,THB,50,GBP,1.14,Food,
29 Apr 2013,THB,300,GBP,6.87,Miscellaneous,Motorbike
29 Apr 2013,THB,80,GBP,1.83,Food,
29 Apr 2013,THB,15,GBP,0.34,Food,
29 Apr 2013,THB,264,GBP,6.04,Food,
29 Apr 2013,THB,95,GBP,2.18,Miscellaneous,Itch cures and stuff
29 Apr 2013,THB,180,GBP,4.12,Entertainment,
29 Apr 2013,THB,170,GBP,3.89,Food,
30 Apr 2013,THB,240,GBP,5.5,Food,
30 Apr 2013,THB,100,GBP,2.29,Transport,
30 Apr 2013,THB,530,GBP,12.14,Transport,
30 Apr 2013,THB,900,GBP,20.61,Transport,
30 Apr 2013,THB,15,GBP,0.34,Food,
30 Apr 2013,THB,80,GBP,1.83,Food,
30 Apr 2013,THB,35,GBP,0.8,Food,
30 Apr 2013,THB,80,GBP,1.83,Transport,
30 Apr 2013,THB,67,GBP,1.53,Food,
30 Apr 2013,THB,160,GBP,3.66,Food,
30 Apr 2013,THB,35,GBP,0.8,Food,
30 Apr 2013,THB,79,GBP,1.81,Entertainment,
1 May 2013,THB,225,GBP,5.15,Food,Little breakfast true coffee
1 May 2013,THB,54,GBP,1.19,Food,
1 May 2013,THB,40,GBP,0.88,Food,
1 May 2013,THB,364,GBP,7.99,Food,
1 May 2013,THB,130,GBP,2.85,Food,
2 May 2013,THB,240,GBP,5.27,Miscellaneous,Passport photos
2 May 2013,THB,60,GBP,1.32,Transport,
2 May 2013,THB,108,GBP,2.37,Food,
2 May 2013,THB,2070,GBP,45.45,Miscellaneous,Burma visa
2 May 2013,THB,1276,GBP,28.02,Miscellaneous,Japanese encephalitis injection
2 May 2013,THB,231,GBP,5.07,Food,
2 May 2013,THB,60,GBP,1.32,Miscellaneous,
2 May 2013,THB,70,GBP,1.54,Transport,
2 May 2013,THB,70,GBP,1.54,Transport,
2 May 2013,THB,3,GBP,0.07,Food,Water
2 May 2013,THB,50,GBP,1.1,Transport,
2 May 2013,THB,127,GBP,2.79,Food,
3 May 2013,THB,50,GBP,1.1,Transport,
3 May 2013,THB,2400,GBP,52.69,Miscellaneous,Dentist
3 May 2013,THB,517,GBP,11.35,Food,
3 May 2013,THB,40,GBP,0.88,Transport,
3 May 2013,THB,115,GBP,2.52,Food,Starbucks!
3 May 2013,THB,40,GBP,0.88,Transport,
3 May 2013,THB,40,GBP,0.88,Transport,
3 May 2013,THB,80,GBP,1.76,Transport,
3 May 2013,THB,125,GBP,2.74,Food,
3 May 2013,THB,250,GBP,5.49,Miscellaneous,Bum bag
3 May 2013,THB,95,GBP,2.09,Transport,
4 May 2013,THB,90,GBP,1.98,Transport,
4 May 2013,THB,218,GBP,4.79,Food,
4 May 2013,THB,50,GBP,1.1,Food,
4 May 2013,THB,160,GBP,3.51,Food,
4 May 2013,THB,60,GBP,1.32,Food,
4 May 2013,THB,80,GBP,1.76,Miscellaneous,Hat 
4 May 2013,THB,1000,GBP,21.96,Miscellaneous,Grand palace
4 May 2013,THB,200,GBP,4.39,Miscellaneous,Reclining Buddha 
4 May 2013,THB,30,GBP,0.66,Food,
4 May 2013,THB,100,GBP,2.2,Miscellaneous,Temple of the dawn
4 May 2013,THB,100,GBP,2.2,Transport,
4 May 2013,THB,164,GBP,3.6,Food,
4 May 2013,THB,79,GBP,1.73,Food,
5 May 2013,THB,411,GBP,9.02,Entertainment,Cocktails
5 May 2013,THB,47,GBP,1.03,Transport,
5 May 2013,THB,110,GBP,2.42,Food,
5 May 2013,THB,230,GBP,5.05,Miscellaneous,Shirt
5 May 2013,THB,150,GBP,3.29,Miscellaneous,Top
5 May 2013,THB,400,GBP,8.78,Miscellaneous,Trousers
5 May 2013,THB,150,GBP,3.29,Transport,
5 May 2013,THB,140,GBP,3.07,Food,
5 May 2013,THB,100,GBP,2.2,Food,
5 May 2013,THB,70,GBP,1.54,Transport,
6 May 2013,THB,260,GBP,5.71,Transport,
6 May 2013,THB,365,GBP,8.01,Food,
6 May 2013,MMK,7500,GBP,5.25,Food,
6 May 2013,GBP,258,GBP,258,Transport,Flights to Myanmar 
6 May 2013,MMK,300,GBP,0.21,Food,
6 May 2013,MMK,500,GBP,0.35,Miscellaneous,Shave
6 May 2013,MMK,300,GBP,0.21,Food,
6 May 2013,MMK,300,GBP,0.21,Food,
6 May 2013,MMK,2000,GBP,1.4,Transport,
6 May 2013,MMK,10000,GBP,7,Miscellaneous,Entrance fee for pagoda
6 May 2013,MMK,2000,GBP,1.4,Transport,
6 May 2013,MMK,22200,GBP,15.54,Accommodation,25 USD
7 May 2013,MMK,3800,GBP,2.66,Miscellaneous,Book lunghi 
7 May 2013,MMK,600,GBP,0.42,Food,Tea
7 May 2013,MMK,300,GBP,0.21,Food,
7 May 2013,MMK,300,GBP,0.21,Food,
7 May 2013,MMK,1000,GBP,0.7,Transport,
7 May 2013,MMK,2600,GBP,1.82,Food,
7 May 2013,MMK,6000,GBP,4.2,Miscellaneous,Paya entry
7 May 2013,MMK,350,GBP,0.24,Food,
7 May 2013,MMK,26640,GBP,18.65,Accommodation,
7 May 2013,MMK,1500,GBP,1.05,Transport,
7 May 2013,MMK,7500,GBP,5.25,Entertainment,
7 May 2013,MMK,13900,GBP,9.73,Food,
7 May 2013,MMK,2000,GBP,1.4,Transport,
7 May 2013,MMK,8000,GBP,5.6,Transport,
7 May 2013,MMK,20000,GBP,14,Transport,
8 May 2013,MMK,500,GBP,0.35,Food,
8 May 2013,MMK,500,GBP,0.35,Food,
8 May 2013,MMK,2000,GBP,1.4,Transport,
8 May 2013,MMK,31080,GBP,21.76,Accommodation,
8 May 2013,MMK,4900,GBP,3.43,Food,
9 May 2013,MMK,600,GBP,0.42,Food,
9 May 2013,MMK,26000,GBP,18.2,Transport,
9 May 2013,MMK,1000,GBP,0.7,Food,
9 May 2013,MMK,4000,GBP,2.8,Transport,
9 May 2013,MMK,500,GBP,0.35,Miscellaneous,Camera permit golden rock
9 May 2013,MMK,1000,GBP,0.7,Miscellaneous,Tile wishes
9 May 2013,MMK,14000,GBP,9.8,Miscellaneous,Bike to golden rock etc
9 May 2013,MMK,1000,GBP,0.7,Food,
10 May 2013,MMK,2000,GBP,1.4,Entertainment,
10 May 2013,MMK,19960,GBP,13.97,Accommodation,
11 May 2013,MMK,12000,GBP,8.4,Transport,
11 May 2013,MMK,5000,GBP,3.5,Food,
11 May 2013,MMK,10000,GBP,7,Miscellaneous,Bike rental
11 May 2013,MMK,2000,GBP,1.4,Miscellaneous,Sander guide
11 May 2013,MMK,2800,GBP,1.96,Transport,Bike petrol
11 May 2013,MMK,19960,GBP,13.97,Accommodation,
11 May 2013,MMK,31280,GBP,21.9,Food,Coconut food
11 May 2013,MMK,1400,GBP,0.98,Miscellaneous,Bike petrol
11 May 2013,MMK,1500,GBP,1.05,Food,
12 May 2013,MMK,600,GBP,0.42,Food,
12 May 2013,MMK,2000,GBP,1.4,Food,
12 May 2013,MMK,500,GBP,0.35,Food,
12 May 2013,MMK,2000,GBP,1.4,Transport,
12 May 2013,MMK,300,GBP,0.21,Food,
12 May 2013,MMK,6600,GBP,4.62,Food,
12 May 2013,MMK,300,GBP,0.21,Food,
12 May 2013,MMK,400,GBP,0.28,Miscellaneous,Internet
12 May 2013,MMK,35520,GBP,24.86,Accommodation,
13 May 2013,MMK,600,GBP,0.42,Food,
13 May 2013,MMK,300,GBP,0.21,Food,
13 May 2013,MMK,1000,GBP,0.7,Entertainment,
13 May 2013,MMK,500,GBP,0.35,Food,
13 May 2013,MMK,2000,GBP,1.4,Miscellaneous,Monk guide
13 May 2013,MMK,2000,GBP,1.4,Transport,Airport tax
13 May 2013,MMK,1000,GBP,0.7,Miscellaneous,Monestry donation
13 May 2013,MMK,35520,GBP,24.86,Accommodation,
13 May 2013,MMK,4500,GBP,3.15,Food,
14 May 2013,MMK,200,GBP,0.14,Food,
14 May 2013,MMK,4000,GBP,2.8,Transport,
14 May 2013,MMK,38000,GBP,26.6,Transport,
14 May 2013,MMK,500,GBP,0.35,Food,
14 May 2013,MMK,3800,GBP,2.66,Food,
14 May 2013,MMK,1000,GBP,0.7,Food,
14 May 2013,MMK,500,GBP,0.35,Food,
14 May 2013,MMK,4500,GBP,3.15,Food,
15 May 2013,MMK,3500,GBP,2.45,Transport,
15 May 2013,MMK,2200,GBP,1.54,Food,
15 May 2013,MMK,39960,GBP,27.97,Accommodation,
15 May 2013,MMK,2500,GBP,1.75,Transport,Bike hire
15 May 2013,MMK,5500,GBP,3.85,Food,
15 May 2013,MMK,7500,GBP,5.25,Food,
16 May 2013,MMK,300,GBP,0.21,Food,
16 May 2013,MMK,17760,GBP,12.43,Miscellaneous,Bagan entry fee
16 May 2013,MMK,39960,GBP,27.97,Accommodation,
16 May 2013,MMK,2900,GBP,2.03,Food,
16 May 2013,MMK,9000,GBP,6.3,Food,
16 May 2013,MMK,3000,GBP,2.1,Entertainment,
17 May 2013,MMK,500,GBP,0.35,Food,
17 May 2013,MMK,300,GBP,0.21,Food,
17 May 2013,MMK,1200,GBP,0.84,Food,
17 May 2013,MMK,400,GBP,0.28,Food,
17 May 2013,MMK,15000,GBP,10.5,Transport,
17 May 2013,MMK,300,GBP,0.21,Food,
17 May 2013,MMK,1000,GBP,0.7,Transport,
17 May 2013,MMK,1500,GBP,1.05,Food,
17 May 2013,MMK,3000,GBP,2.1,Transport,
17 May 2013,MMK,26640,GBP,18.65,Accommodation,
17 May 2013,MMK,12800,GBP,8.96,Food,
18 May 2013,MMK,25000,GBP,17.69,Accommodation,
18 May 2013,MMK,5400,GBP,3.82,Food,
18 May 2013,MMK,2000,GBP,1.42,Entertainment,Bike rental
18 May 2013,MMK,9000,GBP,6.37,Entertainment,Gardens
18 May 2013,MMK,2050,GBP,1.45,Food,
18 May 2013,MMK,600,GBP,0.42,Food,
18 May 2013,MMK,900,GBP,0.64,Miscellaneous,Electrolyte 
19 May 2013,MMK,25000,GBP,17.69,Accommodation,
19 May 2013,MMK,7300,GBP,5.17,Food,
19 May 2013,MMK,7700,GBP,5.45,Food,
20 May 2013,MMK,24000,GBP,16.98,Transport,
20 May 2013,MMK,7600,GBP,5.38,Food,
20 May 2013,MMK,12350,GBP,8.74,Miscellaneous,Chopsticks
20 May 2013,THB,20,GBP,0.44,Food,
20 May 2013,THB,384,GBP,8.43,Food,
20 May 2013,THB,95,GBP,2.09,Food,
20 May 2013,THB,41,GBP,0.9,Miscellaneous,
20 May 2013,THB,249,GBP,5.47,Food,
20 May 2013,THB,390,GBP,8.56,Miscellaneous,Tea tree oil
20 May 2013,THB,17,GBP,0.37,Food,
21 May 2013,SGD,9.46,GBP,4.94,,
21 May 2013,SGD,8.56,GBP,4.47,Miscellaneous,Left luggage
21 May 2013,SGD,50,GBP,26.1,Entertainment,Gardens by the bay 
21 May 2013,SGD,20,GBP,10.44,Transport,
21 May 2013,SGD,23.6,GBP,12.32,Food,
21 May 2013,SGD,10,GBP,5.22,Miscellaneous,Chopsticks
21 May 2013,SGD,40,GBP,20.88,Miscellaneous,Marina sands roof
21 May 2013,SGD,3.2,GBP,1.67,Food,
21 May 2013,SGD,13.23,GBP,6.91,Miscellaneous,Aloe Vera
21 May 2013,SGD,21.89,GBP,11.43,Food,
21 May 2013,SGD,16,GBP,8.35,Food,
22 May 2013,IDR,120000,GBP,8.06,Miscellaneous,SIM card and credit
22 May 2013,IDR,80000,GBP,5.38,Transport,Airport tax
22 May 2013,IDR,15000,GBP,1.01,Food,
22 May 2013,IDR,210000,GBP,14.11,Accommodation,
22 May 2013,IDR,70000,GBP,4.7,Food,
22 May 2013,IDR,43000,GBP,2.89,Food,
22 May 2013,IDR,46750,GBP,3.14,Food,
22 May 2013,IDR,30000,GBP,2.02,Food,
22 May 2013,IDR,3500,GBP,0.24,Food,
22 May 2013,IDR,5000,GBP,0.34,Transport,
22 May 2013,IDR,5000,GBP,0.34,Transport,
23 May 2013,IDR,200000,GBP,13.44,Food,
23 May 2013,IDR,15000,GBP,1.01,Food,
23 May 2013,IDR,10000,GBP,0.67,Food,
23 May 2013,IDR,20000,GBP,1.34,Food,
23 May 2013,IDR,100000,GBP,6.72,Transport,
23 May 2013,IDR,200000,GBP,13.44,Accommodation,
23 May 2013,IDR,40000,GBP,2.69,Transport,
24 May 2013,IDR,200000,GBP,13.44,Food,
24 May 2013,IDR,200000,GBP,13.44,Accommodation,
25 May 2013,IDR,200000,GBP,13.44,Accommodation,
25 May 2013,IDR,200000,GBP,13.44,Food,
26 May 2013,IDR,200000,GBP,13.44,Food,
26 May 2013,IDR,200000,GBP,13.44,Accommodation,
27 May 2013,IDR,360000,GBP,24.19,,Diving
27 May 2013,IDR,100000,GBP,6.72,Entertainment,National park fees
27 May 2013,IDR,200000,GBP,13.44,Food,
27 May 2013,IDR,200000,GBP,13.44,Accommodation,
28 May 2013,IDR,150000,GBP,10.08,Miscellaneous,Laundry
28 May 2013,IDR,200000,GBP,13.44,Food,
28 May 2013,IDR,200000,GBP,13.44,Accommodation,
29 May 2013,IDR,105000,GBP,7.06,Food,Cokes
29 May 2013,IDR,240000,GBP,16.13,Entertainment,Beers
29 May 2013,IDR,23250,GBP,1.56,Miscellaneous,Credit card fee
29 May 2013,IDR,200000,GBP,13.44,Food,
29 May 2013,IDR,200000,GBP,13.44,Accommodation,
30 May 2013,IDR,20000,GBP,1.34,Transport,Bunaken to boat
30 May 2013,IDR,100000,GBP,6.72,Transport,Boat to manado
30 May 2013,IDR,5000,GBP,0.34,Transport,
30 May 2013,IDR,18000,GBP,1.21,Transport,
30 May 2013,IDR,5000,GBP,0.34,Transport,
30 May 2013,IDR,50000,GBP,3.36,Transport,Car to national park
30 May 2013,IDR,125000,GBP,8.4,Accommodation,
30 May 2013,IDR,125000,GBP,8.4,Food,
31 May 2013,IDR,400000,GBP,26.88,Entertainment,See the tarsiers 
31 May 2013,IDR,60000,GBP,4.03,Entertainment,Park fees
31 May 2013,IDR,15000,GBP,1.01,Transport,
31 May 2013,IDR,15000,GBP,1.01,Transport,
31 May 2013,IDR,10000,GBP,0.67,Food,
31 May 2013,IDR,10000,GBP,0.67,Food,
31 May 2013,IDR,250000,GBP,16.8,Transport,
31 May 2013,IDR,50000,GBP,3.36,Transport,
31 May 2013,IDR,30000,GBP,2.02,Food,
31 May 2013,IDR,130000,GBP,8.74,Accommodation,
1 Jun 2013,IDR,350000,GBP,23.52,Transport,
1 Jun 2013,IDR,20000,GBP,1.34,Food,
1 Jun 2013,IDR,120750,GBP,8.11,Food,
1 Jun 2013,IDR,48000,GBP,3.23,Food,
2 Jun 2013,IDR,42000,GBP,2.82,Transport,
2 Jun 2013,IDR,10000,GBP,0.67,Miscellaneous,Boat mattress 
2 Jun 2013,IDR,10000,GBP,0.67,Food,
2 Jun 2013,IDR,150000,GBP,10.08,Food,
2 Jun 2013,IDR,150000,GBP,10.08,Accommodation,
2 Jun 2013,IDR,8000,GBP,0.54,Food,
2 Jun 2013,IDR,5000,GBP,0.34,Food,
3 Jun 2013,IDR,150000,GBP,10.08,Accommodation,
3 Jun 2013,IDR,150000,GBP,10.08,Food,
3 Jun 2013,IDR,50000,GBP,3.36,Entertainment,
4 Jun 2013,IDR,150000,GBP,10.08,Food,
4 Jun 2013,IDR,150000,GBP,10.08,Accommodation,
5 Jun 2013,IDR,100000,GBP,6.72,Accommodation,
5 Jun 2013,IDR,100000,GBP,6.72,Food,
5 Jun 2013,IDR,100000,GBP,6.72,Entertainment,Snorkelling trip
6 Jun 2013,IDR,150000,GBP,10.08,Accommodation,
6 Jun 2013,IDR,150000,GBP,10.08,Food,
6 Jun 2013,IDR,10000,GBP,0.67,Food,Coke
7 Jun 2013,IDR,150000,GBP,10.08,Accommodation,
7 Jun 2013,IDR,150000,GBP,10.08,Food,
7 Jun 2013,IDR,10000,GBP,0.67,Food,Coke
7 Jun 2013,IDR,10000,GBP,0.67,Food,
7 Jun 2013,IDR,50000,GBP,3.36,Food,
8 Jun 2013,IDR,150000,GBP,10.08,Accommodation,
8 Jun 2013,IDR,150000,GBP,10.08,Food,
8 Jun 2013,IDR,50000,GBP,3.36,Miscellaneous,Tip
8 Jun 2013,IDR,10000,GBP,0.67,Food,
8 Jun 2013,IDR,10000,GBP,0.67,Food,
9 Jun 2013,IDR,40000,GBP,2.69,Transport,
9 Jun 2013,IDR,1000,GBP,0.07,Food,
9 Jun 2013,IDR,5000,GBP,0.34,Food,
9 Jun 2013,IDR,2000,GBP,0.13,Food,
9 Jun 2013,IDR,250000,GBP,16.8,Transport,
9 Jun 2013,IDR,175000,GBP,11.76,Food,
9 Jun 2013,IDR,175000,GBP,11.76,Accommodation,
9 Jun 2013,IDR,8000,GBP,0.54,Food,
10 Jun 2013,IDR,175000,GBP,11.76,Accommodation,
10 Jun 2013,IDR,175000,GBP,11.76,Food,
10 Jun 2013,IDR,8000,GBP,0.54,Food,
10 Jun 2013,IDR,8000,GBP,0.54,Food,
11 Jun 2013,IDR,175000,GBP,11.76,Accommodation,
11 Jun 2013,IDR,175000,GBP,11.76,Food,
11 Jun 2013,IDR,8000,GBP,0.54,Food,
12 Jun 2013,IDR,63000,GBP,4.23,Food,
12 Jun 2013,IDR,40000,GBP,2.69,Entertainment,
12 Jun 2013,IDR,33000,GBP,2.22,Food,
12 Jun 2013,IDR,10000,GBP,0.67,Transport,
12 Jun 2013,IDR,50000,GBP,3.36,Transport,Boat to ampana
12 Jun 2013,IDR,50000,GBP,3.36,Transport,Petrol / tip
12 Jun 2013,IDR,10000,GBP,0.67,Transport,
12 Jun 2013,IDR,125000,GBP,8.4,Accommodation,
13 Jun 2013,IDR,300000,GBP,20.16,Transport,
13 Jun 2013,IDR,20000,GBP,1.34,Transport,
13 Jun 2013,IDR,68000,GBP,4.57,Food,
13 Jun 2013,IDR,200000,GBP,13.44,Accommodation,
13 Jun 2013,IDR,35000,GBP,2.35,Food,
13 Jun 2013,IDR,17000,GBP,1.14,Food,
14 Jun 2013,IDR,5000,GBP,0.34,Food,
14 Jun 2013,IDR,10000,GBP,0.67,Food,
14 Jun 2013,IDR,60000,GBP,4.03,Transport,Bike rental
14 Jun 2013,IDR,10000,GBP,0.67,Transport,
14 Jun 2013,IDR,23000,GBP,1.55,Food,
14 Jun 2013,IDR,260000,GBP,17.47,Transport,
15 Jun 2013,IDR,5000,GBP,0.34,Food,
15 Jun 2013,IDR,154000,GBP,10.35,Accommodation,
15 Jun 2013,IDR,73700,GBP,4.95,Food,
15 Jun 2013,IDR,5500,GBP,0.37,Food,
15 Jun 2013,IDR,10000,GBP,0.67,Food,
15 Jun 2013,IDR,5000,GBP,0.34,Food,
15 Jun 2013,IDR,8000,GBP,0.54,Transport,
16 Jun 2013,IDR,92400,GBP,6.21,,
16 Jun 2013,IDR,60000,GBP,4.03,Transport,Bike rental
16 Jun 2013,IDR,6000,GBP,0.4,Transport,Petrol
16 Jun 2013,IDR,154000,GBP,10.35,Accommodation,
16 Jun 2013,IDR,60000,GBP,4.03,Food,
16 Jun 2013,IDR,3000,GBP,0.2,Food,
16 Jun 2013,IDR,5000,GBP,0.34,Entertainment,
16 Jun 2013,IDR,36000,GBP,2.42,Food,
17 Jun 2013,IDR,70400,GBP,4.73,,
17 Jun 2013,IDR,300000,GBP,20.16,Entertainment,Funeral guide and car
17 Jun 2013,IDR,20000,GBP,1.34,Entertainment,Lamp entrance fee
17 Jun 2013,IDR,48000,GBP,3.23,Entertainment,Funeral presents
17 Jun 2013,IDR,6000,GBP,0.4,Food,
17 Jun 2013,IDR,154000,GBP,10.35,Accommodation,
17 Jun 2013,IDR,115000,GBP,7.73,Food,
18 Jun 2013,IDR,182600,GBP,12.27,Food,
18 Jun 2013,IDR,31900,GBP,2.14,Entertainment,
18 Jun 2013,IDR,27500,GBP,1.85,Miscellaneous,Laundry
18 Jun 2013,IDR,154000,GBP,10.35,Accommodation,
18 Jun 2013,IDR,44100,GBP,2.96,Food,Supermarket rantepao
18 Jun 2013,IDR,48000,GBP,3.23,Food,
18 Jun 2013,IDR,38500,GBP,2.59,Food,
18 Jun 2013,IDR,2000,GBP,0.13,Entertainment,
18 Jun 2013,IDR,10000,GBP,0.67,Transport,
19 Jun 2013,IDR,6000,GBP,0.4,Food,
19 Jun 2013,IDR,52800,GBP,3.55,Food,
19 Jun 2013,IDR,40000,GBP,2.69,Food,
19 Jun 2013,IDR,1000,GBP,0.07,Miscellaneous,Toilet
19 Jun 2013,IDR,220000,GBP,14.78,Transport,
19 Jun 2013,IDR,28000,GBP,1.88,Food,
19 Jun 2013,IDR,30000,GBP,2.02,Transport,
19 Jun 2013,IDR,50000,GBP,3.36,Miscellaneous,Phone credit
19 Jun 2013,IDR,1119000,GBP,75.2,Transport,Boat to Flores 
19 Jun 2013,IDR,10000,GBP,0.67,Transport,
19 Jun 2013,IDR,150000,GBP,10.08,Accommodation,
19 Jun 2013,IDR,5000,GBP,0.34,Food,
20 Jun 2013,IDR,14000,GBP,0.94,Food,
20 Jun 2013,IDR,30000,GBP,2.02,Food,
21 Jun 2013,IDR,93000,GBP,6.25,Food,
21 Jun 2013,IDR,83000,GBP,5.58,Food,
21 Jun 2013,IDR,150000,GBP,10.08,Accommodation,
21 Jun 2013,IDR,200000,GBP,13.44,Transport,
22 Jun 2013,IDR,150000,GBP,10.08,Miscellaneous,Kelimutu guide
22 Jun 2013,IDR,350000,GBP,23.52,Transport,
22 Jun 2013,IDR,45000,GBP,3.02,Food,
22 Jun 2013,IDR,3000,GBP,0.2,Food,
22 Jun 2013,IDR,20000,GBP,1.34,Miscellaneous,Dus tip
22 Jun 2013,IDR,300000,GBP,20.16,Accommodation,
22 Jun 2013,IDR,89000,GBP,5.98,Food,
23 Jun 2013,IDR,82000,GBP,5.51,Food,
23 Jun 2013,IDR,300000,GBP,20.16,Accommodation,
23 Jun 2013,IDR,75000,GBP,5.04,Transport,Bike rental
23 Jun 2013,IDR,10000,GBP,0.67,Miscellaneous,Village entrance
23 Jun 2013,IDR,12000,GBP,0.81,Miscellaneous,
23 Jun 2013,IDR,30000,GBP,2.02,Entertainment,Hot springs
23 Jun 2013,IDR,15000,GBP,1.01,Transport,Petrol
23 Jun 2013,IDR,43000,GBP,2.89,Food,
24 Jun 2013,IDR,45000,GBP,3.02,Food,
24 Jun 2013,IDR,100000,GBP,6.72,Transport,
24 Jun 2013,IDR,200000,GBP,13.44,Accommodation,
24 Jun 2013,IDR,65000,GBP,4.37,Food,
25 Jun 2013,IDR,400000,GBP,26.88,Entertainment,Boat 17 islands
25 Jun 2013,IDR,200000,GBP,13.44,Accommodation,
25 Jun 2013,IDR,105000,GBP,7.06,Food,
25 Jun 2013,IDR,7000,GBP,0.47,Food,
26 Jun 2013,IDR,100000,GBP,6.72,Transport,
26 Jun 2013,IDR,160000,GBP,10.75,Transport,
26 Jun 2013,IDR,48000,GBP,3.23,Food,
26 Jun 2013,IDR,270000,GBP,18.14,Accommodation,
26 Jun 2013,IDR,55000,GBP,3.7,Food,
27 Jun 2013,IDR,50000,GBP,3.36,Miscellaneous,Washing
27 Jun 2013,IDR,160000,GBP,10.75,Transport,
27 Jun 2013,IDR,6000,GBP,0.4,Food,
27 Jun 2013,IDR,250000,GBP,16.8,Accommodation,
27 Jun 2013,IDR,35000,GBP,2.35,Food,
27 Jun 2013,IDR,70000,GBP,4.7,Entertainment,
27 Jun 2013,IDR,7500,GBP,0.5,Food,
27 Jun 2013,IDR,123000,GBP,8.27,Food,
